"Product","Instrument","Qty.","Avg.","LTP","P&L","Chg.",""
"NRML","BANKNIFTY26APR50500CE",-60,1953.88,3094,-68407.5,58.35,""
"NRML","BANKNIFTY26APR52500CE",90,1699.82,1677,-2053.5,-1.34,""
"NRML","BANKNIFTY26APR53000CE",-30,1149.67,1380,-21727.5,20.03,""
"NRML","BANKNIFTY26APR58500CE",90,708.97,45.6,-59703,-93.57,""
"NRML","BANKNIFTY26APR65000CE",180,99.11,6.4,-16687.5,-93.54,""
"NRML","BANKNIFTY26APRFUT",60,54199.3,52849,-81018,-2.49,""
"NRML","BANKNIFTY26JUN51000CE",-30,3115.5,3976.45,-25828.5,27.63,""
"NRML","BANKNIFTY26JUN54000CE",30,1640,2080,13200,26.83,""
"NRML","BANKNIFTY26JUNFUT",-60,52240,53359,-67140,2.14,""
"NRML","BANKNIFTY26MAY49500PE",60,1766.85,929.95,-50214,-47.37,""
"NRML","BANKNIFTY26MAY50000PE",-30,1264.75,1050,6442.5,-16.98,""
"NRML","BANKNIFTY26MAY51000PE",-30,1561.9,1295.7,7986,-17.04,""
"NRML","BANKNIFTY26MAY52000CE",-60,2057.03,2701,-38638.5,31.31,""
"NRML","BANKNIFTY26MAY53000CE",60,2135.8,2100.4,-2124,-1.66,""
"NRML","BANKNIFTY26MAY54000CE",120,1526.99,1559.1,-1686,2.1,""
"NRML","BANKNIFTY26MAY54500CE",-30,1363.45,1347.65,474,-1.16,""
"NRML","BANKNIFTY26MAY60000CE",30,1950,112.1,-55137,-94.25,""
"NRML","NIFTY26APR22200PE",195,591.45,257,-65217.75,-56.55,""
"NRML","NIFTY26APR22400CE",-195,764.55,1092.15,-63882,42.85,""
"NRML","NIFTY26APR23000PE",-130,512.28,483,3805.75,-5.71,""
"NRML","NIFTY26APR23200CE",195,521.35,560.75,8654.75,7.56,""
"NRML","NIFTY26APR23400CE",195,437,448,2145,2.52,""
"NRML","NIFTY26APR23600CE",-65,230.85,353,-7939.75,52.91,""
"NRML","NIFTY26APR26000CE",195,110.12,7.85,-19942,-92.87,""
"NRML","NIFTY26APR27000CE",260,41.06,3.55,-9753.25,-91.35,""
"NRML","NIFTY26APRFUT",130,23227.95,23165,-8183.5,-0.27,""
"NRML","NIFTY26JUN24000CE",65,610,638,1820,4.59,""
"NRML","NIFTY26JUN24500CE",-65,403,431.6,-1859,7.1,""
"NRML","NIFTY26JUNFUT",-65,23250,23474,-14560,0.96,""
"NRML","NIFTY26MAY23000CE",130,914.5,955,5265,4.43,""
"NRML","NIFTY26MAY24000CE",-130,396.03,422.9,-3493.75,6.79,""
"NRML","NIFTY26MAYFUT",-130,22796.7,23315,-67379,2.27,""
"NRML","BANKNIFTY26APR52000PE",0,0,1149.95,-13.5,0,""
"NRML","BANKNIFTY26APR52500PE",0,0,1333.1,9469.5,0,""
"NRML","BANKNIFTY26APR55000CE",0,0,515,-465,0,""
"NRML","BANKNIFTY26MAY51500CE",0,0,2991.85,3010.5,0,""
"NRML","BANKNIFTY26MAY52500CE",0,0,2401.4,8469,0,""
"NRML","NIFTY26APR23500CE",0,0,400,8268,0,""
